age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
20,F,H,3,3,5,1,3,3,5,U,4,4,1,0,0,1,5,3,79,86,100,92
22,M,D,1,0,3,0,3,5,5,U,4,2,1,0,0,2,5,3,80,94,98,94
19,F,D,0,3,3,0,4,3,5,U,5,2,1,1,0,0,3,5,81,89,88,89
18,M,D,3,0,4,1,2,4,4,U,3,5,1,0,0,0,3,4,82,81,89,88
21,M,D,2,1,3,0,0,5,5,U,4,2,1,1,0,2,5,5,83,84,90,86
22,F,H,1,1,5,0,0,5,5,U,3,2,1,1,0,0,5,4,84,98,91,95
20,M,H,1,2,5,0,0,3,4,U,3,3,1,1,0,1,5,5,85,83,95,88
19,F,D,0,2,6,0,1,5,4,U,4,3,1,0,0,1,3,5,86,91,93,90
18,M,D,2,0,6,2,2,5,3,U,5,2,1,1,0,2,4,3,87,96,94,92
20,M,D,3,1,4,2,0,4,4,U,5,4,1,1,0,0,5,4,88,100,94,92
21,M,D,3,3,4,0,3,4,5,U,3,3,1,0,0,1,3,3,89,87,88,85
22,M,D,0,3,5,0,2,4,5,U,4,3,1,0,0,1,4,4,90,80,89,85
19,M,D,1,0,4,1,2,3,5,U,5,4,1,1,0,0,4,4,91,92,88,87
18,F,H,2,2,6,0,3,3,5,U,5,3,1,0,0,2,5,5,92,85,97,91
21,M,D,2,0,6,0,3,5,5,U,5,2,1,0,0,1,3,4,93,99,98,95
20,F,D,0,0,7,0,3,4,4,U,4,3,1,1,0,0,3,3,94,95,95,93
22,M,D,1,3,3,1,2,4,5,U,5,2,1,0,0,2,3,3,95,87,93,91
19,F,D,1,3,4,1,2,4,5,U,3,4,1,1,0,0,3,5,96,97,92,94
20,F,H,1,1,2,0,1,2,5,R,5,2,1,0,0,1,5,5,65,82,96,98
21,M,H,0,1,5,0,1,3,5,R,3,2,1,0,0,1,5,5,81,71,71,73
22,F,H,1,1,3,0,1,2,4,R,1,5,1,0,0,1,6,5,94,98,87,56
23,F,H,1,1,6,1,1,3,5,R,2,5,1,0,0,1,4,5,51,73,52,83
21,F,D,0,1,4,0,0,2,5,R,4,1,1,0,0,0,3,4,62,56,83,90
19,M,H,1,1,3,1,1,3,5,U,5,4,1,0,0,1,7,5,59,83,54,47
24,F,H,0,1,3,0,0,2,4,U,5,5,0,1,0,0,7,4,75,90,50,91
22,M,H,0,1,5,0,1,3,5,U,5,3,0,0,0,1,6,5,83,47,53,54
20,M,D,0,1,4,0,0,3,5,R,5,2,1,1,0,0,5,4,49,91,64,90
23,M,D,1,1,6,1,1,3,5,U,2,5,1,1,0,1,4,4,55,54,88,64
21,F,D,0,1,2,1,1,2,3,U,3,4,0,1,0,1,5,4,67,90,41,54
22,M,H,0,1,1,0,1,2,5,R,5,1,0,1,0,1,3,4,58,64,60,56
19,M,D,1,1,2,1,0,2,5,R,3,3,0,1,0,0,6,3,47,54,77,98
20,F,D,1,1,2,0,1,4,5,U,2,5,1,0,0,0,5,5,68,56,84,54
24,F,D,0,1,3,1,1,4,5,U,5,1,1,1,0,1,2,5,90,98,71,86
23,F,D,0,1,5,0,1,4,4,R,4,2,1,0,0,1,3,5,44,54,62,98
21,M,H,1,1,5,0,1,4,5,R,2,3,1,1,0,1,5,5,89,86,58,51
19,F,D,1,1,4,1,1,5,4,R,3,5,0,1,0,0,4,4,64,98,61,96
22,M,D,1,1,6,0,0,2,5,U,2,4,1,0,0,0,6,4,47,51,66,71
20,M,D,0,1,3,0,1,2,4,R,5,5,0,0,0,0,9,5,95,96,88,87
23,M,H,1,1,5,0,1,3,4,U,5,2,1,0,0,0,4,5,82,71,53,52
21,M,D,1,1,4,0,1,2,4,R,2,2,1,0,0,0,6,5,82,87,71,83
24,F,H,0,1,2,1,1,3,4,U,3,1,0,0,0,1,2,4,65,52,95,54
19,M,D,0,1,1,0,1,3,4,U,2,1,1,0,0,1,5,5,42,83,80,50
22,F,D,0,1,3,1,0,3,4,R,5,2,0,1,0,1,6,5,61,54,67,53
20,M,H,1,1,5,0,0,3,3,U,2,2,1,0,0,1,5,5,95,50,59,64
21,F,D,0,1,4,0,0,2,3,U,2,3,0,0,0,1,2,3,82,53,71,50
23,M,H,1,1,6,1,1,2,5,R,3,1,1,0,0,0,5,5,71,64,84,53
19,M,D,0,1,5,0,1,5,4,U,2,1,1,0,0,0,5,4,49,50,92,64
24,F,H,1,1,5,1,1,3,5,R,5,2,1,1,0,0,6,5,73,53,60,49
22,M,D,0,1,4,0,1,2,5,U,3,2,1,0,0,0,5,2,56,64,73,73
20,M,D,0,1,3,1,0,2,5,R,2,1,0,0,0,0,4,3,83,88,81,69
21,F,H,0,1,2,0,1,3,3,U,5,2,1,1,0,1,7,5,90,41,68,77
23,F,D,1,1,1,1,0,2,4,U,3,4,0,1,0,1,8,5,47,60,49,67
24,F,H,0,1,2,0,1,3,3,U,5,2,1,0,0,1,2,5,91,77,73,62
19,F,H,1,1,2,0,1,2,4,R,3,2,1,1,0,0,6,4,54,84,69,80
20,M,H,0,1,2,0,1,3,3,U,2,3,0,1,0,1,5,5,90,71,77,61
22,M,H,0,1,6,1,1,2,5,U,5,2,1,0,0,1,3,2,64,62,67,66
21,F,H,0,1,6,0,1,3,4,R,5,5,1,1,0,1,6,3,54,58,62,88
23,M,H,0,1,4,0,1,2,3,R,5,2,1,0,0,0,5,5,56,61,80,53
24,F,H,1,1,1,1,0,5,5,R,2,4,1,0,0,1,6,5,98,66,61,71
19,M,D,1,1,3,1,0,3,4,R,4,2,1,0,0,0,6,5,87,88,66,95
20,M,H,0,1,1,1,1,5,5,R,5,3,0,1,0,1,8,5,70,53,88,80
21,M,D,1,1,2,0,1,3,3,R,5,4,1,1,0,1,6,5,58,71,53,67
23,M,H,0,1,5,0,1,2,5,U,1,1,0,0,0,1,5,4,79,95,71,59
22,F,D,0,1,1,0,1,4,4,R,2,2,1,0,0,1,2,5,60,80,95,71
24,F,H,1,1,4,1,1,2,3,U,3,3,0,1,0,1,5,4,71,67,80,84
19,F,D,1,1,6,0,1,1,5,U,3,2,1,0,0,1,7,5,82,59,67,92
20,M,H,1,1,3,1,0,3,4,U,2,1,0,0,0,0,6,5,94,71,59,60
23,F,H,1,1,1,0,1,1,5,R,1,4,1,0,0,0,5,4,62,84,71,73
24,F,H,0,1,5,0,0,5,4,R,4,1,0,1,0,0,8,5,68,92,84,81
22,M,D,0,1,4,0,1,3,4,R,5,5,1,1,0,1,2,2,48,60,92,68
21,F,D,1,1,6,0,0,3,4,R,2,4,0,1,0,1,6,3,97,73,60,49
20,M,H,0,1,2,1,1,4,3,R,3,5,1,0,0,1,5,5,73,81,73,73
22,F,D,1,1,6,0,0,2,3,U,3,2,0,0,0,1,5,5,51,68,81,61
19,M,H,0,1,6,1,1,3,5,R,2,3,1,0,0,1,4,4,60,49,68,66
23,M,D,1,1,3,0,0,2,4,R,4,2,0,0,0,0,6,5,56,73,49,88
21,F,H,0,1,3,1,1,3,5,R,5,4,1,1,0,1,2,5,42,69,73,53
20,F,D,1,1,2,0,0,2,5,R,5,1,0,0,0,1,3,2,50,77,61,71
19,M,H,0,1,5,0,1,5,3,U,2,3,1,0,0,1,6,3,69,67,66,95
24,F,D,0,1,1,0,1,4,5,U,3,4,0,0,0,0,5,5,54,62,88,80
22,M,H,0,1,1,1,0,2,4,R,2,1,1,0,0,1,8,5,87,80,53,67
20,F,D,0,1,2,0,1,3,5,R,4,2,0,1,0,1,5,4,49,65,71,59
19,M,H,0,1,6,1,1,3,3,R,5,1,1,0,0,0,3,2,73,81,95,71
23,F,D,0,1,4,1,1,5,5,U,2,4,0,1,0,1,6,3,41,94,80,84
24,M,D,0,1,2,1,1,4,5,R,3,1,1,0,0,1,5,5,69,51,67,92
21,M,H,1,1,3,0,1,2,4,R,3,2,1,1,0,0,6,4,52,62,59,60
19,F,D,1,1,5,0,1,5,5,U,5,3,0,1,0,0,5,5,46,59,71,73
20,M,H,1,1,1,0,0,3,5,R,5,4,1,0,0,1,4,5,91,75,84,81
21,F,D,0,1,2,1,0,2,5,R,2,3,1,1,0,1,6,5,57,83,92,68
21,M,H,0,1,5,0,1,5,5,U,4,4,1,0,0,1,2,2,46,49,60,49
23,F,D,1,1,2,1,1,4,4,U,5,2,1,1,0,0,3,3,80,55,73,73
20,M,H,0,1,3,0,1,2,4,R,5,4,0,1,0,1,6,5,71,67,81,61
20,M,D,1,1,5,0,1,2,5,U,3,3,0,0,0,0,5,4,68,58,68,66
20,F,H,0,1,2,0,1,3,4,R,2,2,0,1,0,1,4,5,49,47,49,88
23,M,D,1,1,1,1,0,5,5,U,5,4,1,0,0,0,5,4,53,68,73,53
21,M,H,0,1,3,0,1,5,3,U,5,2,1,0,0,1,6,5,92,90,61,71
19,M,H,1,1,3,0,0,4,5,U,2,3,1,1,0,1,8,5,81,44,66,95
19,F,H,0,1,2,1,1,2,4,R,5,2,1,0,0,1,5,5,54,89,88,80
24,F,H,1,1,5,0,0,4,5,U,2,4,1,0,0,0,9,5,86,83,53,67
21,M,H,0,1,4,1,1,3,4,R,5,1,1,0,0,0,7,5,98,90,71,59
21,F,H,0,1,6,0,0,2,3,U,5,2,1,1,0,1,5,5,51,78,95,71
24,M,H,0,1,1,0,1,5,5,U,5,3,1,0,0,1,2,4,96,95,80,84
19,F,D,1,1,2,0,0,4,4,U,4,5,1,1,0,0,5,4,71,73,67,92
19,M,D,1,1,3,1,1,3,5,R,5,5,1,0,0,1,7,4,87,41,59,60
24,F,D,0,1,4,0,0,2,3,R,5,4,1,1,0,0,7,5,52,69,71,73
23,M,H,1,1,5,1,0,5,5,U,5,1,0,0,0,1,6,5,83,52,84,81
24,M,D,1,1,6,0,0,3,4,R,5,2,0,1,0,1,3,5,54,46,92,68
21,F,H,0,1,2,0,1,5,5,U,5,3,1,0,0,1,5,5,50,91,60,49
22,F,D,0,1,1,1,0,2,3,R,4,2,1,1,0,1,4,5,53,57,73,73
19,M,D,1,1,3,0,1,2,5,R,4,1,0,1,0,0,6,5,64,46,81,61
23,M,D,0,1,5,1,1,3,4,U,2,4,1,0,0,0,3,5,88,80,68,66
23,F,H,1,1,1,0,1,3,3,U,3,5,0,0,0,0,5,5,41,71,49,88
24,M,D,0,1,4,0,0,3,3,R,1,2,0,0,0,0,5,5,60,53,73,53
24,F,H,1,1,6,1,0,2,5,U,5,3,0,0,0,1,6,5,77,71,61,71
23,M,D,0,1,1,0,1,3,4,R,5,1,0,0,0,1,5,5,84,95,66,95
19,F,D,1,1,4,0,0,4,5,U,4,4,1,1,0,1,7,2,71,80,88,80
20,M,D,0,1,1,1,1,4,5,U,4,2,1,0,0,0,9,2,62,67,53,67
23,M,H,1,1,4,0,1,5,3,U,2,3,0,1,0,0,7,5,58,59,71,59
21,M,D,0,1,3,1,1,2,5,R,3,2,1,0,0,1,6,3,61,71,95,71
19,F,D,0,1,3,0,1,3,4,R,5,4,1,1,0,0,4,5,66,84,80,84
24,M,H,1,1,2,0,0,2,3,R,2,2,1,0,0,1,3,4,88,92,67,92
21,F,D,0,1,1,0,0,3,5,R,4,2,0,1,0,0,2,5,53,60,59,60
20,M,D,0,1,2,1,1,3,4,R,5,1,1,0,0,1,4,2,71,73,71,73
23,F,H,0,1,2,0,1,3,5,R,2,4,1,1,0,1,8,3,95,54,84,81
24,M,D,0,1,2,0,1,3,4,U,2,2,1,0,0,1,7,5,80,86,92,68
22,M,H,1,1,6,1,1,2,4,U,1,3,1,0,0,0,9,5,67,98,60,49
21,F,D,1,1,6,1,1,2,4,U,4,5,1,0,0,1,3,4,59,51,73,73
20,M,H,0,1,4,1,1,5,3,R,5,4,0,0,0,0,5,5,71,96,81,88
22,M,D,1,1,1,0,0,3,3,U,2,1,0,0,0,1,7,4,84,71,68,41
19,M,H,0,1,3,0,1,2,5,R,3,3,0,0,0,1,6,4,92,87,49,60
23,F,D,0,1,1,0,0,2,4,U,3,2,1,0,0,1,5,5,60,52,73,77
21,F,H,1,1,2,1,1,3,5,R,4,5,1,1,0,0,8,5,73,83,88,84
20,F,D,1,1,5,0,0,2,5,U,5,4,1,0,0,0,7,5,81,54,41,71
19,M,H,1,1,1,1,1,3,3,U,5,1,1,1,0,1,2,5,68,50,60,62
24,M,H,1,1,4,0,0,2,5,R,5,3,1,0,0,1,3,5,49,53,77,58
22,F,H,0,1,6,0,1,3,4,R,4,2,1,1,0,1,9,5,73,64,84,51
20,M,H,0,1,3,0,0,2,5,U,5,3,1,0,0,1,5,5,69,88,71,96
19,F,H,1,1,1,0,1,3,3,R,5,5,0,1,0,0,3,4,77,51,62,49
23,M,H,0,1,5,1,0,2,5,R,3,4,0,0,0,1,6,4,67,96,58,73
24,M,H,1,1,5,0,1,5,5,U,4,2,1,1,0,0,5,5,62,71,51,69
21,M,D,0,1,4,1,1,3,4,R,2,1,0,0,0,0,6,4,80,87,96,77
18,F,D,1,0,2,0,0,5,3,U,4,4,1,1,2,1,4,4,78,56,76,68
17,F,D,0,1,2,0,0,1,3,R,1,1,1,0,3,1,3,5,89,87,57,70
15,F,D,0,1,2,0,0,2,3,U,1,1,1,1,3,0,5,4,45,90,88,78
15,F,H,1,1,3,0,1,3,5,U,4,2,1,1,2,0,4,3,89,59,58,72
16,F,D,1,0,2,0,0,3,5,U,3,3,1,0,4,0,5,4,90,82,98,96
16,M,D,0,1,2,0,1,5,5,U,4,3,1,0,3,1,4,5,97,78,87,88
16,M,D,0,1,2,0,0,3,3,U,2,2,1,0,2,1,3,4,67,77,87,79
17,F,D,0,0,2,0,0,4,1,R,4,4,1,1,0,1,6,4,77,37,45,64
15,M,D,1,1,2,0,0,3,1,R,3,2,1,1,0,1,7,4,87,80,83,82
15,M,D,1,1,2,1,1,5,5,R,3,4,1,1,3,1,5,5,66,89,56,69
15,F,D,1,1,2,0,0,4,2,R,4,4,1,1,1,1,4,3,78,67,89,75
15,F,D,1,1,3,1,1,5,4,R,2,1,1,0,2,1,4,5,77,66,69,75
15,M,D,1,1,1,0,1,4,5,R,4,4,1,0,4,0,4,4,60,80,76,79
15,M,D,0,1,2,0,0,4,3,U,4,3,1,1,3,0,4,5,55,75,80,73
15,M,H,1,1,3,0,0,2,3,R,2,2,1,1,2,0,4,4,49,55,60,52
16,F,D,0,1,1,0,0,5,2,R,4,4,1,1,3,1,4,4,87,89,91,89
16,F,D,0,1,3,1,1,5,2,U,4,4,1,1,2,1,4,3,90,91,92,92
16,F,D,1,0,2,0,1,2,4,R,3,3,0,1,1,0,4,5,98,95,95,96
17,M,D,0,1,1,0,1,2,5,R,3,2,0,1,3,1,3,5,75,77,72,73
16,M,D,1,1,1,1,1,5,5,U,4,3,1,1,1,1,3,3,74,67,62,68
15,M,D,1,1,2,0,0,4,1,R,4,3,1,1,0,0,4,4,73,88,89,82
15,M,D,1,1,1,1,0,3,5,R,4,4,1,1,2,0,5,5,85,90,91,90
16,M,D,1,1,2,0,1,3,5,U,4,2,1,1,0,1,5,4,87,88,92,89
16,M,D,0,1,2,0,1,4,5,R,2,2,1,1,3,1,5,5,88,90,67,79
15,F,D,0,1,3,1,1,4,5,R,2,4,1,1,0,0,4,4,95,90,35,81
16,F,D,0,1,1,0,0,3,5,U,2,2,1,1,2,0,4,1,78,67,77,73
15,M,D,1,1,1,1,0,1,5,R,2,2,0,0,3,1,4,4,72,88,87,80
15,M,D,1,1,1,0,0,4,1,U,4,2,1,0,3,1,4,2,69,78,84,80
16,M,D,0,1,2,0,1,3,5,R,3,4,1,0,3,1,3,5,50,56,61,54
16,M,H,0,1,2,0,1,3,5,U,4,4,1,0,3,1,3,4,54,78,87,65
15,M,D,1,1,2,0,0,2,5,R,4,4,1,0,4,1,5,5,63,45,56,55
15,M,D,1,1,2,0,1,4,5,R,4,4,1,0,2,0,5,4,54,66,67,63
15,M,H,0,1,2,0,1,3,5,U,4,3,0,1,2,0,5,4,87,91,89,90
15,M,D,0,1,2,0,1,1,2,U,3,3,0,0,4,1,4,5,66,77,75,72
16,M,D,1,1,1,1,0,4,5,U,3,2,0,1,3,1,5,5,56,55,45,51
15,F,D,1,0,1,0,1,3,5,R,2,3,0,1,1,0,4,3,55,45,65,60
15,M,D,0,1,3,1,1,5,4,R,4,3,1,1,1,0,5,5,78,87,83,81
16,M,H,0,1,3,0,1,4,5,U,4,4,1,0,1,1,4,2,87,83,75,84
15,F,D,0,1,3,0,1,4,5,U,3,4,1,0,0,0,5,4,76,80,82,82
15,F,D,0,0,1,1,1,3,2,R,2,2,1,0,1,1,3,4,45,54,57,50
16,F,H,1,1,2,0,1,5,3,R,2,2,1,0,2,0,6,3,89,93,97,97
15,M,H,1,1,1,0,0,5,5,R,4,4,1,1,3,1,6,5,35,45,55,52
15,M,D,1,1,2,0,1,5,5,U,4,4,1,1,0,0,4,4,33,40,45,41
15,M,D,1,1,1,0,0,4,1,U,2,2,1,1,0,1,4,5,67,66,70,79
16,F,D,1,1,2,0,1,4,5,R,2,2,1,1,0,1,5,4,76,80,82,81
15,F,H,0,1,2,0,1,5,5,R,4,3,1,1,2,1,3,5,90,91,95,93
16,F,D,0,1,2,0,0,4,3,U,3,3,1,1,2,1,3,2,91,90,95,94
16,M,D,1,1,4,0,1,2,2,R,4,3,0,0,2,1,4,4,65,76,72,71
15,M,D,0,0,2,0,0,4,5,U,4,2,1,0,3,0,4,4,78,75,60,72
15,F,D,0,1,2,0,1,5,3,U,4,4,1,0,4,0,6,4,34,45,33,40
16,F,D,1,1,2,0,0,4,4,U,2,2,0,1,2,0,3,4,87,85,76,79
15,F,D,1,1,2,0,0,5,5,R,4,2,1,1,3,0,3,4,79,90,87,81
15,M,D,1,0,1,0,0,3,5,R,4,2,1,0,4,1,4,5,73,79,76,75
15,F,D,0,1,1,0,0,4,5,U,4,4,1,0,4,1,5,3,56,60,63,58
15,F,D,0,1,1,0,0,3,1,R,3,3,1,1,4,1,5,5,90,89,91,90
16,F,H,0,1,2,0,1,4,2,R,2,1,1,0,3,1,3,5,87,88,90,90
15,F,D,0,1,2,1,1,5,1,R,4,3,1,1,3,1,3,4,67,76,81,75
15,M,D,1,0,2,0,1,3,5,R,4,4,1,0,2,0,6,3,98,97,90,94
15,M,D,1,1,2,0,1,4,5,R,1,2,1,1,0,0,4,4,67,69,61,62
16,F,D,1,1,2,0,0,5,5,R,4,2,1,1,1,0,3,4,84,83,90,83
16,F,D,1,0,2,0,1,5,4,U,4,4,1,1,3,1,4,2,88,78,70,77
16,F,H,1,1,1,0,1,4,5,U,1,1,1,1,4,1,3,5,86,88,74,80
16,F,D,1,1,2,0,1,4,1,R,1,2,1,1,2,1,4,4,31,45,50,46
16,F,D,0,1,3,0,1,5,4,U,4,3,1,1,1,0,4,3,89,92,87,89
15,F,H,0,1,2,0,1,4,2,R,4,3,1,1,2,0,3,4,34,39,45,44
16,F,D,0,1,2,0,1,3,1,R,4,3,1,0,3,0,3,5,55,60,66,59
15,M,H,1,1,4,0,1,2,3,U,4,4,0,0,2,1,3,1,86,84,76,80
16,F,D,0,1,4,0,0,2,5,R,3,1,0,0,1,1,3,4,76,72,89,75
15,F,D,1,1,2,0,0,2,4,U,2,2,0,0,4,1,3,4,78,80,82,79
15,F,D,1,1,4,0,0,3,3,R,3,1,1,0,2,1,5,4,46,50,59,55
16,M,D,1,1,4,0,0,4,5,R,3,1,1,1,3,0,4,4,49,59,56,59
15,M,D,1,1,4,0,0,5,3,R,4,2,1,1,1,0,4,3,48,60,78,61
15,F,H,0,1,2,0,0,3,5,U,1,1,1,1,2,1,4,3,32,45,39,49
16,M,D,0,0,1,0,1,2,5,R,3,1,1,1,4,1,4,5,79,80,86,82
16,F,D,1,1,2,1,1,3,5,U,3,3,1,1,2,0,6,4,70,89,78,83
15,M,D,1,1,2,0,1,4,5,U,4,3,1,0,3,0,4,4,60,69,73,70
15,M,D,1,1,4,0,1,5,1,R,4,0,1,1,1,1,4,3,65,72,75,72
16,F,H,1,1,4,0,0,4,3,U,2,2,1,0,3,1,4,5,47,50,65,55
17,M,D,0,1,1,0,1,3,3,R,2,1,0,1,4,1,4,4,74,84,80,82
16,F,D,0,1,2,1,0,4,3,R,3,4,1,0,1,1,4,2,96,92,94,95
15,M,H,0,1,1,0,1,5,3,U,2,3,1,1,2,0,4,3,69,72,71,70
15,M,D,1,1,3,0,0,4,5,R,2,3,1,0,0,0,3,5,44,50,54,46
15,F,D,1,1,2,1,0,4,5,U,3,2,1,0,0,0,5,4,55,60,70,59
15,M,D,0,1,2,1,1,4,4,R,2,2,1,0,0,0,6,5,29,50,45,41
15,F,D,1,1,2,1,1,3,4,R,1,1,1,0,0,1,4,4,65,60,72,61
15,F,H,0,1,2,1,0,5,5,R,4,4,1,1,0,1,2,4,56,67,78,77
16,F,D,0,0,2,1,0,5,2,U,2,2,1,1,2,0,3,4,49,55,61,59
15,F,D,0,1,3,1,1,5,1,R,4,2,1,1,3,1,4,5,78,89,82,80
16,M,D,1,1,2,1,1,4,3,R,2,2,1,1,1,1,4,4,98,89,92,91
16,M,D,1,0,2,1,0,3,5,R,4,4,1,1,4,0,4,4,77,82,81,79
16,F,H,1,1,3,1,0,4,4,U,3,3,1,0,3,0,5,4,76,80,83,80
15,F,D,1,1,1,1,1,3,1,R,4,3,1,0,2,1,5,4,57,63,68,65
16,F,D,0,0,2,1,0,2,2,R,3,1,1,0,3,1,3,3,87,90,83,88
16,F,D,0,1,2,1,1,2,1,U,4,2,1,0,0,1,4,5,91,94,88,89
15,M,D,0,1,4,1,1,3,4,R,2,2,1,1,1,1,3,4,64,67,78,70
15,F,D,0,1,4,1,1,4,1,U,1,1,1,1,4,0,4,3,65,77,75,72
16,M,D,0,1,1,0,1,4,4,U,4,3,1,1,0,0,4,3,39,47,56,50
16,F,H,1,0,2,1,0,1,5,R,2,1,0,0,2,1,5,4,38,59,63,57
16,F,D,1,1,1,0,1,1,1,U,4,4,1,0,0,1,4,5,67,89,82,76
16,F,D,1,1,3,1,0,2,3,R,4,3,1,0,2,1,4,5,85,93,90,88
19,M,H,0,1,6,0,0,3,4,U,3,2,1,0,2,0,4,4,88,91,88,89
18,F,H,1,1,1,0,0,3,4,R,3,3,1,0,1,0,4,5,86,94,89,86
18,M,H,0,1,6,0,1,2,5,R,1,1,0,0,1,0,4,5,80,79,78,84
20,M,H,1,1,6,0,1,1,5,U,5,1,1,0,1,0,4,5,83,92,69,81
19,M,H,1,1,7,1,1,5,5,U,4,3,1,0,1,0,4,5,78,86,76,86
19,M,H,0,1,3,1,1,4,5,U,4,3,1,0,1,0,5,5,90,97,78,77
18,F,H,0,1,4,1,1,3,5,R,1,3,0,0,1,0,5,5,80,90,98,81
20,F,H,0,1,2,1,1,3,4,U,3,3,1,0,1,0,4,4,79,80,76,89
19,M,H,0,1,6,1,1,4,4,U,5,3,1,0,1,0,4,5,76,79,78,88
19,M,D,1,1,3,1,1,4,5,U,5,1,1,0,1,0,4,5,83,90,77,71
19,M,H,0,1,8,0,1,4,5,U,3,5,1,1,1,0,3,5,90,94,80,75
19,M,H,0,1,3,1,1,2,5,R,3,1,0,0,1,0,4,5,77,80,87,71
18,F,H,0,1,1,1,1,3,2,R,3,3,0,0,1,0,4,5,70,75,90,89
19,M,D,1,1,5,0,1,4,4,U,5,5,1,0,1,0,4,5,94,94,91,92
19,F,H,0,1,1,1,1,2,4,R,3,1,0,0,1,0,4,5,75,80,72,75
19,M,D,1,1,3,0,1,1,2,U,4,4,1,1,1,0,4,4,75,80,73,89
19,M,D,0,1,7,1,0,4,5,R,2,2,0,0,1,0,7,5,88,97,70,72
19,M,H,0,1,8,1,0,4,4,R,1,1,0,0,4,0,4,4,64,65,69,86
19,M,D,1,1,6,0,1,3,5,U,5,3,1,1,1,0,4,5,86,88,83,70
20,M,H,0,1,5,1,1,4,5,R,4,4,0,0,1,0,4,5,84,92,70,80
20,M,H,1,1,4,1,1,1,5,R,1,1,0,0,1,0,6,5,81,86,49,73
20,M,H,0,1,8,1,1,3,4,R,2,1,1,0,1,0,4,5,86,93,88,75
20,M,D,0,1,9,1,0,3,4,R,3,2,0,0,1,0,4,5,77,83,91,72
19,M,D,1,1,2,0,1,1,4,U,5,5,1,0,2,0,4,5,81,80,95,75
19,M,D,0,1,6,1,1,3,4,U,3,1,1,1,1,0,4,5,89,95,80,84
19,M,D,1,1,8,1,1,1,5,U,2,3,0,0,1,0,4,5,88,90,82,79
19,M,D,1,1,6,0,1,4,5,R,4,3,0,0,1,0,6,5,71,85,83,66
20,M,D,0,1,9,0,0,5,5,R,4,4,1,1,1,0,3,5,75,78,70,66
19,M,H,1,1,7,1,1,4,5,R,4,4,0,0,2,0,4,4,71,79,91,72
18,M,H,0,1,8,0,1,3,4,R,3,1,0,0,1,0,5,5,89,95,80,78
18,M,H,1,1,4,1,1,5,5,R,5,5,0,0,1,0,4,5,92,93,84,66
20,M,D,1,1,7,0,1,4,5,U,4,3,1,0,1,0,4,5,75,75,88,70
20,M,H,1,1,4,0,1,4,5,R,4,4,1,0,1,0,5,5,89,89,85,91
21,M,H,1,1,6,0,1,4,5,U,4,2,0,0,1,0,4,5,72,76,76,77
18,F,H,1,1,2,0,1,2,3,U,4,4,1,0,1,0,4,5,86,80,87,84
20,M,D,1,1,2,1,1,3,4,U,4,3,0,0,1,0,4,5,70,69,89,84
21,M,D,0,1,3,0,0,1,2,U,3,5,1,0,1,1,4,5,80,80,92,80
21,M,H,0,1,5,0,1,1,4,U,5,3,1,1,1,0,3,4,73,72,86,75
20,M,D,0,1,5,0,1,3,4,U,4,4,1,1,1,0,4,5,75,78,74,82
20,F,H,0,0,4,0,1,4,3,U,5,5,1,0,1,0,4,3,72,77,88,83
20,M,D,0,1,4,1,0,3,4,U,2,2,1,0,1,0,5,5,75,75,87,79
21,M,D,0,1,8,1,1,4,5,U,5,2,1,0,1,0,3,5,84,86,85,87
19,M,H,0,1,0,1,1,2,5,R,2,1,0,0,1,0,5,4,79,81,75,93
21,M,D,0,1,2,0,1,3,5,U,3,5,1,0,1,0,4,5,66,67,68,71
20,M,H,1,1,3,1,1,2,5,U,3,3,1,1,1,0,4,5,66,72,57,93
20,M,H,0,1,2,0,1,3,5,U,5,3,1,0,1,0,4,4,72,76,77,92
20,M,H,0,1,6,0,1,3,4,U,4,4,1,0,1,0,4,5,78,76,75,79
19,M,D,0,1,6,0,1,5,5,U,5,5,1,1,1,0,5,5,66,71,81,79
20,F,H,0,1,6,1,1,5,5,R,5,5,1,1,1,0,4,5,70,75,89,88
20,M,H,1,1,2,0,0,3,5,R,3,3,1,0,1,0,4,5,91,89,80,81
20,M,D,0,1,5,0,1,2,3,U,5,2,1,0,1,0,4,3,77,70,86,91
20,M,H,1,1,4,1,1,4,4,R,5,5,1,1,1,0,4,5,84,82,67,83
20,M,H,0,1,6,0,1,3,4,U,3,3,1,0,1,0,4,5,84,83,89,68
19,M,H,1,1,4,0,1,3,4,R,3,3,1,0,1,0,3,3,80,83,75,75
20,M,H,0,1,4,1,1,3,5,R,4,3,0,0,1,0,5,5,75,76,89,87
21,F,D,0,1,2,0,1,3,4,U,1,1,1,0,1,0,4,5,82,83,64,85
20,M,H,1,1,3,0,1,3,5,R,2,1,0,0,1,0,4,3,83,80,98,75
20,F,H,0,1,2,1,1,3,3,R,3,1,0,0,1,0,5,5,79,79,60,82
19,F,H,0,1,2,1,1,4,4,R,3,3,0,0,1,0,4,4,87,85,67,84
20,M,H,0,1,2,1,0,3,4,R,3,2,0,0,1,0,5,4,93,96,78,88
18,M,H,1,1,6,1,1,3,4,U,3,1,0,0,1,0,6,5,71,85,89,91
